,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1225,45,No,Travel_Rarely,Research & Development,28,College,Technical Degree,1,1719,Very High,Female,Medium,Manager,Research Director,Medium,Single,16704,1,No,11,Excellent,High,0,21,2,Better,21,6,8,6
1226,32,No,Travel_Frequently,Research & Development,10,Bachelors,Life Sciences,1,1720,Low,Male,High,Entry Level,Research Scientist,High,Married,3433,6,No,13,Excellent,Low,1,10,3,Good,5,2,1,3
1227,31,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,1721,Medium,Male,High,Entry Level,Laboratory Technician,High,Married,3477,1,No,14,Excellent,Very High,1,6,2,Best,5,2,0,3
1228,41,No,Non-Travel,Human Resources,4,Bachelors,Human Resources,1,1722,High,Male,Low,Junior,Human Resources,Medium,Married,6430,6,No,19,Excellent,Medium,1,10,4,Better,3,2,1,2
1229,40,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,1724,Medium,Female,High,Junior,Manufacturing Director,Low,Married,6516,2,Yes,16,Excellent,Medium,1,18,3,Better,1,0,0,0
1230,24,No,Travel_Rarely,Research & Development,29,Below College,Medical,1,1725,Medium,Male,High,Entry Level,Laboratory Technician,Low,Divorced,3907,1,No,13,Excellent,Medium,3,6,2,Best,6,2,1,2
1231,46,No,Travel_Rarely,Research & Development,13,Masters,Life Sciences,1,1727,High,Male,High,Junior,Healthcare Representative,Medium,Single,5562,6,No,14,Excellent,Very High,0,19,3,Better,10,7,0,9
1232,35,No,Travel_Rarely,Research & Development,27,Masters,Life Sciences,1,1728,Very High,Male,High,Junior,Manufacturing Director,High,Married,6883,2,No,16,Excellent,Medium,1,17,3,Better,7,7,0,7
1233,30,No,Travel_Rarely,Research & Development,16,Below College,Life Sciences,1,1729,Medium,Male,High,Entry Level,Research Scientist,Very High,Married,2862,1,No,12,Excellent,Medium,1,10,2,Good,10,0,0,8
1234,47,No,Non-Travel,Sales,2,Masters,Marketing,1,1731,High,Male,High,Junior,Sales Executive,Medium,Married,4978,7,No,11,Excellent,Very High,1,4,3,Bad,1,0,0,0
1235,46,No,Travel_Rarely,Sales,2,Bachelors,Life Sciences,1,1732,High,Male,High,Senior,Sales Executive,Very High,Divorced,10368,4,Yes,12,Excellent,Medium,1,13,5,Good,10,6,0,3
1236,36,Yes,Travel_Rarely,Sales,13,Phd,Marketing,1,1733,Medium,Male,Medium,Junior,Sales Executive,Low,Divorced,6134,5,Yes,13,Excellent,Medium,3,16,3,Better,2,2,2,2
1237,32,Yes,Travel_Rarely,Sales,1,College,Life Sciences,1,1734,Low,Male,Low,Junior,Sales Executive,Medium,Single,6735,6,No,15,Excellent,Medium,0,10,2,Better,0,0,0,0
1238,23,No,Travel_Rarely,Research & Development,4,Below College,Medical,1,1735,High,Female,High,Entry Level,Laboratory Technician,Medium,Single,3295,1,No,13,Excellent,High,0,3,3,Bad,3,2,1,2
1239,31,No,Travel_Frequently,Research & Development,24,Below College,Technical Degree,1,1736,Very High,Female,High,Junior,Manufacturing Director,Very High,Single,5238,2,No,20,Outstanding,Very High,0,9,3,Good,5,4,1,4
1240,39,No,Non-Travel,Research & Development,1,Bachelors,Life Sciences,1,1737,Very High,Male,High,Junior,Laboratory Technician,Very High,Married,6472,1,Yes,15,Excellent,Very High,1,9,2,Better,9,8,5,8
1241,32,No,Travel_Rarely,Sales,19,Bachelors,Life Sciences,1,1739,Very High,Male,Low,Senior,Sales Executive,High,Married,9610,3,No,13,Excellent,High,1,10,2,Bad,4,3,0,2
1242,40,No,Travel_Rarely,Sales,7,Masters,Medical,1,1740,Medium,Male,High,Executive,Manager,Medium,Single,19833,1,No,14,Excellent,Medium,0,21,3,Good,21,8,12,8
1243,45,No,Travel_Rarely,Human Resources,4,Bachelors,Life Sciences,1,1744,High,Female,Low,Senior,Human Resources,High,Married,9756,4,No,21,Outstanding,High,2,9,2,Best,5,0,0,3
1244,30,No,Travel_Frequently,Research & Development,2,Masters,Technical Degree,1,1745,Very High,Female,Medium,Entry Level,Research Scientist,Low,Single,4968,0,No,16,Excellent,Very High,0,10,2,Better,9,7,0,7
1245,24,No,Travel_Frequently,Human Resources,10,Bachelors,Medical,1,1746,Low,Male,High,Entry Level,Human Resources,Very High,Married,2145,0,No,14,Excellent,Very High,1,3,2,Better,2,2,2,1
1246,30,Yes,Travel_Frequently,Human Resources,8,Bachelors,Human Resources,1,1747,High,Female,Medium,Entry Level,Human Resources,Very High,Divorced,2180,6,No,11,Excellent,High,1,6,0,Good,4,2,1,2
1247,31,No,Travel_Rarely,Sales,5,Bachelors,Technical Degree,1,1749,Low,Male,High,Junior,Sales Executive,High,Married,8346,1,No,19,Excellent,High,1,6,3,Better,5,2,0,2
1248,27,No,Travel_Rarely,Research & Development,8,Bachelors,Medical,1,1751,High,Female,High,Entry Level,Research Scientist,Very High,Single,3445,1,No,11,Excellent,High,0,6,5,Good,6,2,1,4
1249,29,Yes,Travel_Rarely,Sales,9,Bachelors,Marketing,1,1752,Medium,Female,Low,Entry Level,Sales Representative,Medium,Single,2760,1,No,13,Excellent,High,0,2,3,Better,2,2,2,2
1250,29,No,Travel_Frequently,Research & Development,1,Bachelors,Life Sciences,1,1753,Very High,Male,Very High,Junior,Healthcare Representative,High,Single,6294,8,Yes,12,Excellent,Very High,0,10,5,Best,3,2,0,2
1251,30,No,Travel_Rarely,Sales,15,College,Marketing,1,1754,High,Male,Medium,Senior,Sales Executive,Low,Divorced,7140,2,No,11,Excellent,Low,1,12,2,Better,7,7,1,7
1252,34,No,Travel_Rarely,Research & Development,2,Masters,Medical,1,1755,Very High,Male,Very High,Entry Level,Research Scientist,Very High,Married,2932,0,Yes,14,Excellent,Low,3,6,3,Better,5,0,1,2
1253,33,No,Non-Travel,Sales,2,Bachelors,Marketing,1,1756,Very High,Female,High,Junior,Sales Executive,Medium,Single,5147,8,No,15,Excellent,Very High,0,13,2,Good,11,7,1,7
1254,49,No,Travel_Rarely,Sales,11,Masters,Marketing,1,1757,Very High,Female,High,Junior,Sales Executive,Very High,Single,4507,3,No,12,Excellent,High,0,8,1,Best,5,1,0,4
1255,33,Yes,Travel_Rarely,Sales,16,Bachelors,Life Sciences,1,1758,Low,Female,High,Senior,Sales Executive,Low,Single,8564,2,Yes,20,Outstanding,High,0,11,2,Good,0,0,0,0
1256,38,No,Travel_Frequently,Research & Development,2,College,Medical,1,1760,High,Female,Medium,Entry Level,Laboratory Technician,Medium,Married,2468,4,No,14,Excellent,Medium,1,9,4,Good,6,1,0,5
1257,31,Yes,Travel_Rarely,Sales,16,Masters,Marketing,1,1761,Low,Male,High,Senior,Sales Executive,High,Married,8161,2,No,13,Excellent,Low,3,10,2,Better,1,0,0,0
1258,29,No,Travel_Rarely,Research & Development,4,Bachelors,Technical Degree,1,1762,Very High,Female,Medium,Entry Level,Research Scientist,Low,Divorced,2109,1,No,13,Excellent,High,1,1,2,Better,1,0,0,0
1259,30,No,Travel_Rarely,Research & Development,16,Bachelors,Life Sciences,1,1763,High,Male,Very High,Junior,Healthcare Representative,High,Married,5294,3,No,16,Excellent,High,1,10,3,Better,7,0,1,7
1260,32,No,Non-Travel,Research & Development,5,Masters,Technical Degree,1,1764,Medium,Male,High,Entry Level,Research Scientist,Medium,Single,2718,2,No,14,Excellent,Medium,0,12,3,Better,7,7,0,7
1261,38,No,Travel_Rarely,Research & Development,18,Bachelors,Medical,1,1766,Medium,Male,Low,Junior,Healthcare Representative,Very High,Married,5811,3,Yes,16,Excellent,High,1,15,2,Better,1,0,1,0
1262,43,Yes,Travel_Frequently,Research & Development,17,Bachelors,Technical Degree,1,1767,High,Male,Medium,Entry Level,Research Scientist,High,Married,2437,9,Yes,16,Excellent,Very High,1,6,4,Better,1,0,0,0
1263,42,No,Travel_Rarely,Research & Development,12,Bachelors,Medical,1,1768,Medium,Male,High,Entry Level,Laboratory Technician,Medium,Divorced,2766,8,No,22,Outstanding,Medium,3,7,6,Good,5,3,0,4
1264,55,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,1,1770,High,Male,Medium,Executive,Research Director,Low,Married,19038,8,No,12,Excellent,Medium,3,34,2,Better,1,0,0,0
1265,33,No,Non-Travel,Research & Development,4,Bachelors,Technical Degree,1,1771,Very High,Male,High,Junior,Research Scientist,Medium,Divorced,3055,5,No,15,Excellent,Very High,2,11,2,Good,9,8,1,7
1266,41,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,1772,High,Male,High,Entry Level,Laboratory Technician,Low,Divorced,2289,1,No,20,Outstanding,Medium,2,5,2,Better,5,3,0,4
1267,34,No,Non-Travel,Sales,10,Bachelors,Life Sciences,1,1774,Very High,Male,High,Junior,Sales Executive,High,Divorced,4001,1,Yes,14,Excellent,High,1,15,3,Better,15,14,0,7
1268,53,No,Non-Travel,Research & Development,1,Masters,Medical,1,1775,Low,Female,Medium,Manager,Manufacturing Director,High,Married,12965,4,Yes,20,Outstanding,Very High,3,27,2,Good,3,2,0,2
1269,43,No,Travel_Rarely,Human Resources,2,Bachelors,Life Sciences,1,1778,Medium,Male,High,Entry Level,Human Resources,Very High,Single,3539,0,No,13,Excellent,Medium,0,10,5,Better,9,7,1,8
1270,34,No,Travel_Rarely,Sales,3,College,Life Sciences,1,1779,Very High,Female,Low,Junior,Sales Executive,Very High,Single,6029,5,No,12,Excellent,Low,0,6,3,Better,2,2,2,2
1271,21,Yes,Travel_Rarely,Sales,7,Below College,Marketing,1,1780,Medium,Male,High,Entry Level,Sales Representative,Medium,Single,2679,1,No,13,Excellent,Medium,0,1,3,Better,1,0,1,0
1272,38,No,Travel_Rarely,Research & Development,6,College,Other,1,1782,Very High,Female,Medium,Entry Level,Laboratory Technician,High,Married,3702,1,No,11,Excellent,Medium,1,5,3,Better,5,4,0,4
1273,22,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1,1783,High,Female,High,Entry Level,Laboratory Technician,Low,Married,2398,1,Yes,17,Excellent,High,0,1,6,Better,1,0,0,0
1274,31,No,Travel_Rarely,Sales,29,Masters,Marketing,1,1784,Low,Female,Medium,Junior,Sales Executive,Very High,Married,5468,1,No,14,Excellent,Low,2,13,3,Better,12,7,5,7
1275,51,No,Travel_Rarely,Research & Development,3,Bachelors,Technical Degree,1,1786,Low,Female,High,Senior,Manager,High,Married,13116,2,No,11,Excellent,Very High,0,15,2,Better,2,2,2,2
1276,37,No,Travel_Rarely,Sales,9,College,Marketing,1,1787,Medium,Male,Medium,Junior,Sales Executive,Medium,Married,4189,1,No,14,Excellent,Low,2,5,2,Better,5,2,0,3
1277,46,No,Travel_Rarely,Research & Development,2,Masters,Medical,1,1789,High,Male,High,Executive,Research Director,Very High,Divorced,19328,7,Yes,17,Excellent,High,1,24,3,Better,2,1,2,2
1278,36,No,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1,1790,Very High,Male,High,Senior,Healthcare Representative,Low,Married,8321,7,Yes,13,Excellent,Very High,1,15,1,Better,12,8,5,7
1279,44,Yes,Travel_Frequently,Research & Development,1,College,Medical,1,1792,High,Male,High,Entry Level,Research Scientist,Medium,Divorced,2342,1,Yes,12,Excellent,High,3,6,2,Good,5,3,2,3
1280,37,No,Travel_Rarely,Human Resources,8,College,Other,1,1794,High,Male,High,Junior,Human Resources,Medium,Divorced,4071,2,No,13,Excellent,High,0,19,4,Good,10,0,4,7
1281,35,Yes,Travel_Rarely,Sales,27,Bachelors,Life Sciences,1,1797,High,Male,High,Junior,Sales Executive,Very High,Single,5813,1,Yes,18,Excellent,Very High,0,10,2,Better,10,7,7,7
1282,33,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,1,1798,Very High,Male,Very High,Entry Level,Research Scientist,Low,Married,3143,6,No,19,Excellent,Medium,1,14,1,Better,10,8,7,6
1283,28,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,1799,High,Male,High,Entry Level,Research Scientist,Very High,Married,2044,1,No,11,Excellent,High,1,5,6,Best,5,3,0,3
1284,39,No,Travel_Rarely,Research & Development,10,Below College,Medical,1,1800,High,Male,High,Senior,Research Director,High,Single,13464,7,No,21,Outstanding,High,0,9,3,Better,4,3,2,2
1285,46,No,Non-Travel,Sales,26,College,Life Sciences,1,1801,Medium,Male,Medium,Junior,Sales Executive,Medium,Single,7991,8,No,15,Excellent,High,0,6,3,Better,2,2,2,2
1286,40,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,1802,High,Female,High,Entry Level,Laboratory Technician,Low,Married,3377,4,No,17,Excellent,Very High,1,7,5,Good,4,3,0,2
1287,42,No,Travel_Rarely,Research & Development,13,Bachelors,Medical,1,1803,Medium,Male,Very High,Junior,Healthcare Representative,Low,Married,5538,5,No,18,Excellent,High,2,10,2,Good,0,0,0,0
1288,35,No,Non-Travel,Research & Development,2,College,Medical,1,1804,Medium,Male,High,Junior,Manufacturing Director,Very High,Divorced,5762,2,No,14,Excellent,High,1,15,6,Better,7,7,1,7
1289,38,No,Non-Travel,Human Resources,2,Bachelors,Human Resources,1,1805,Low,Male,High,Entry Level,Human Resources,Medium,Divorced,2592,5,No,13,Excellent,Very High,3,13,3,Better,11,10,3,8
1290,34,Yes,Travel_Frequently,Research & Development,9,Masters,Life Sciences,1,1807,Very High,Male,High,Junior,Laboratory Technician,Low,Married,5346,4,No,17,Excellent,High,1,11,3,Good,7,1,0,7
1291,37,Yes,Travel_Rarely,Research & Development,10,Masters,Medical,1,1809,Very High,Male,High,Junior,Manufacturing Director,Low,Single,4213,1,No,15,Excellent,Medium,0,10,4,Bad,10,3,0,8
1292,39,No,Travel_Frequently,Sales,20,Bachelors,Life Sciences,1,1812,High,Male,High,Junior,Sales Executive,Very High,Divorced,4127,2,No,18,Excellent,Very High,1,7,6,Better,2,1,2,2
1293,43,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,1,1813,Low,Male,High,Entry Level,Research Scientist,High,Single,2438,4,No,13,Excellent,High,0,7,2,Good,3,2,1,2
1294,41,No,Travel_Rarely,Research & Development,5,Bachelors,Life Sciences,1,1814,Medium,Male,Very High,Junior,Healthcare Representative,Medium,Single,6870,3,No,12,Excellent,Low,0,11,3,Bad,3,2,1,2
1295,41,No,Travel_Rarely,Sales,4,Below College,Marketing,1,1815,High,Female,High,Senior,Sales Executive,High,Divorced,10447,0,Yes,13,Excellent,Very High,1,23,3,Best,22,14,13,5
1296,30,No,Travel_Rarely,Research & Development,10,Bachelors,Medical,1,1816,Low,Female,High,Senior,Manufacturing Director,High,Single,9667,9,No,14,Excellent,Medium,0,9,3,Better,7,7,0,2
1297,26,Yes,Travel_Rarely,Human Resources,20,College,Medical,1,1818,Very High,Female,High,Entry Level,Human Resources,Medium,Married,2148,0,Yes,11,Excellent,High,0,6,3,Better,5,1,1,4
1298,46,Yes,Travel_Rarely,Research & Development,21,College,Medical,1,1821,Very High,Female,High,Junior,Healthcare Representative,Medium,Married,8926,4,No,22,Outstanding,Very High,1,13,2,Best,9,7,3,7
1299,40,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,1822,High,Female,High,Junior,Healthcare Representative,Very High,Divorced,6513,4,No,17,Excellent,Very High,1,12,3,Better,5,3,0,3
1300,34,No,Travel_Rarely,Sales,8,College,Technical Degree,1,1823,Medium,Male,Very High,Junior,Sales Executive,High,Married,6799,1,No,21,Outstanding,High,2,10,5,Better,10,8,4,8
1301,58,No,Non-Travel,Sales,2,Bachelors,Medical,1,1824,Medium,Male,High,Manager,Manager,Medium,Divorced,16291,4,No,22,Outstanding,Very High,1,37,0,Good,16,9,14,14
1302,35,No,Travel_Rarely,Research & Development,23,Masters,Medical,1,1826,Medium,Male,Low,Entry Level,Laboratory Technician,High,Married,2705,0,No,16,Excellent,Medium,1,6,2,Best,5,4,0,3
1303,47,No,Travel_Rarely,Research & Development,4,Bachelors,Life Sciences,1,1827,High,Female,Medium,Senior,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,Excellent,High,1,28,4,Better,22,11,14,10
1304,40,No,Travel_Rarely,Research & Development,12,Bachelors,Life Sciences,1,1829,Medium,Female,High,Junior,Healthcare Representative,Low,Divorced,4448,2,No,12,Excellent,Medium,1,15,3,Better,7,4,7,7
1305,54,No,Travel_Rarely,Research & Development,7,Masters,Medical,1,1830,Very High,Female,High,Junior,Research Scientist,Very High,Married,6854,4,No,15,Excellent,Medium,1,14,2,Good,7,1,1,7
1306,31,No,Travel_Frequently,Sales,7,Masters,Marketing,1,1833,Low,Female,High,Senior,Sales Executive,Low,Married,9637,2,No,14,Excellent,Very High,2,9,3,Better,3,2,2,2
1307,28,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1,1834,High,Female,High,Entry Level,Research Scientist,Low,Married,3591,1,No,25,Outstanding,High,1,3,3,Better,3,2,1,2
1308,38,No,Travel_Rarely,Sales,2,Masters,Marketing,1,1835,Medium,Female,Low,Junior,Sales Representative,Very High,Married,5405,2,Yes,20,Outstanding,Low,2,20,4,Good,4,2,0,3
1309,26,No,Travel_Rarely,Sales,10,Bachelors,Medical,1,1836,High,Male,High,Junior,Sales Executive,Very High,Single,4684,1,No,13,Excellent,Low,0,5,4,Better,5,3,1,2
1310,58,No,Travel_Frequently,Research & Development,15,Masters,Life Sciences,1,1837,Low,Male,High,Manager,Research Director,High,Married,15787,2,Yes,14,Excellent,Medium,0,23,3,Better,2,2,2,2
1311,18,No,Non-Travel,Research & Development,14,Bachelors,Medical,1,1839,Medium,Female,High,Entry Level,Research Scientist,High,Single,1514,1,No,16,Excellent,High,0,0,4,Bad,0,0,0,0
1312,31,Yes,Travel_Rarely,Human Resources,18,Phd,Human Resources,1,1842,Very High,Male,Very High,Entry Level,Human Resources,Low,Married,2956,0,No,17,Excellent,High,0,2,4,Better,1,0,0,0
1313,29,Yes,Travel_Rarely,Human Resources,13,Bachelors,Human Resources,1,1844,Low,Male,Medium,Entry Level,Human Resources,Low,Divorced,2335,4,Yes,15,Excellent,Very High,3,4,3,Better,2,2,2,0
1314,45,No,Non-Travel,Sales,2,Masters,Life Sciences,1,1845,High,Female,High,Junior,Sales Executive,High,Married,5154,4,No,22,Outstanding,Medium,2,10,3,Best,8,7,5,7
1315,36,No,Travel_Rarely,Research & Development,2,Masters,Other,1,1847,Very High,Female,High,Junior,Research Scientist,Medium,Married,6962,4,Yes,22,Outstanding,Very High,1,15,2,Better,1,0,0,0
1316,43,No,Travel_Frequently,Sales,2,Masters,Life Sciences,1,1849,Low,Male,High,Junior,Sales Executive,Very High,Married,5675,1,No,20,Outstanding,High,1,7,5,Better,7,7,7,7
1317,27,No,Travel_Frequently,Research & Development,5,College,Life Sciences,1,1850,Very High,Female,High,Entry Level,Laboratory Technician,Very High,Single,2379,0,Yes,14,Excellent,High,0,6,3,Good,5,4,0,2
1318,29,No,Travel_Frequently,Research & Development,20,Below College,Medical,1,1852,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,3812,1,No,13,Excellent,Medium,0,11,3,Best,11,8,3,10
1319,32,No,Travel_Frequently,Sales,10,Masters,Marketing,1,1853,Very High,Male,High,Junior,Sales Executive,Very High,Single,4648,8,No,13,Excellent,High,0,4,2,Best,0,0,0,0
1320,42,No,Non-Travel,Research & Development,10,Masters,Technical Degree,1,1854,High,Male,High,Entry Level,Research Scientist,High,Married,2936,3,No,22,Outstanding,Medium,2,10,1,Good,6,3,3,3
1321,47,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,1856,Medium,Female,High,Entry Level,Laboratory Technician,High,Single,2105,4,No,12,Excellent,High,0,7,2,Better,2,2,2,0
1322,46,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,1857,Very High,Male,High,Senior,Manufacturing Director,Very High,Divorced,8578,3,No,14,Excellent,High,1,12,4,Good,9,8,4,7
1323,28,No,Non-Travel,Human Resources,1,College,Life Sciences,1,1858,High,Male,High,Entry Level,Human Resources,Very High,Divorced,2706,1,No,15,Excellent,Medium,1,3,2,Better,3,2,2,2
1324,29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1,1859,Very High,Male,Low,Junior,Healthcare Representative,High,Divorced,6384,8,No,17,Excellent,Very High,2,11,3,Better,7,0,1,6
1325,42,No,Travel_Rarely,Research & Development,8,Bachelors,Life Sciences,1,1860,Very High,Male,High,Entry Level,Laboratory Technician,High,Single,3968,4,No,13,Excellent,Very High,0,8,3,Better,0,0,0,0
1326,32,Yes,Travel_Rarely,Sales,2,Masters,Marketing,1,1862,High,Male,Medium,Junior,Sales Executive,Medium,Single,9907,7,Yes,12,Excellent,High,0,7,3,Good,2,2,2,2
1327,46,No,Travel_Rarely,Sales,3,Bachelors,Technical Degree,1,1863,Low,Female,Very High,Manager,Sales Executive,Low,Divorced,13225,2,No,12,Excellent,Very High,1,25,5,Better,19,17,2,8
1328,27,No,Travel_Rarely,Sales,23,Below College,Medical,1,1864,Medium,Female,Medium,Junior,Sales Representative,High,Married,3540,1,No,21,Outstanding,Very High,1,9,5,Better,9,8,5,8
1329,29,No,Travel_Rarely,Human Resources,6,Below College,Medical,1,1865,Very High,Male,Medium,Entry Level,Human Resources,Medium,Married,2804,1,No,11,Excellent,Very High,0,1,3,Better,1,0,0,0
1330,43,No,Travel_Rarely,Research & Development,6,Bachelors,Medical,1,1866,Low,Female,Medium,Executive,Manager,High,Married,19392,7,No,13,Excellent,Very High,0,21,2,Better,16,12,6,14
1331,48,No,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1,1867,Very High,Male,Medium,Executive,Research Director,Medium,Married,19665,4,No,12,Excellent,Very High,0,29,3,Better,22,10,12,9
1332,29,Yes,Travel_Frequently,Research & Development,24,College,Life Sciences,1,1868,Very High,Male,Medium,Entry Level,Research Scientist,Very High,Single,2439,1,Yes,24,Outstanding,Medium,0,1,3,Good,1,0,1,0
1333,46,Yes,Travel_Rarely,Sales,10,Bachelors,Life Sciences,1,1869,High,Female,High,Senior,Sales Executive,Medium,Married,7314,5,No,21,Outstanding,High,3,14,2,Better,8,7,0,7
1334,27,No,Travel_Frequently,Research & Development,15,Bachelors,Life Sciences,1,1870,Very High,Female,Medium,Entry Level,Research Scientist,Low,Married,4774,0,No,19,Excellent,Very High,1,8,2,Good,7,6,7,3
1335,39,No,Travel_Rarely,Research & Development,19,Masters,Other,1,1871,Very High,Male,High,Junior,Research Scientist,Very High,Divorced,3902,8,No,14,Excellent,Medium,3,7,2,Better,2,2,2,2
1336,55,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,1,1873,Medium,Male,Medium,Entry Level,Research Scientist,Very High,Married,2662,8,No,20,Outstanding,Medium,1,19,2,Best,5,2,0,4
1337,28,No,Travel_Rarely,Sales,3,Bachelors,Medical,1,1875,Medium,Female,High,Entry Level,Sales Representative,Medium,Married,2856,1,No,19,Excellent,Very High,1,1,3,Better,1,0,0,0
1338,30,Yes,Travel_Rarely,Sales,9,Bachelors,Medical,1,1876,Medium,Male,High,Entry Level,Sales Representative,Very High,Single,1081,1,No,13,Excellent,High,0,1,3,Good,1,0,0,0
1339,22,Yes,Travel_Rarely,Research & Development,7,Below College,Life Sciences,1,1878,Very High,Male,High,Entry Level,Research Scientist,Medium,Single,2472,1,Yes,23,Outstanding,Low,0,1,2,Better,1,0,0,0
1340,36,No,Travel_Rarely,Sales,10,Masters,Technical Degree,1,1880,Medium,Female,Medium,Junior,Sales Executive,High,Married,5673,1,Yes,13,Excellent,Low,1,10,4,Better,10,9,1,7
1341,31,No,Travel_Rarely,Research & Development,20,Bachelors,Life Sciences,1,1881,Medium,Male,High,Junior,Laboratory Technician,High,Divorced,4197,1,No,11,Excellent,Low,1,10,2,Better,10,8,0,2
1342,34,No,Travel_Rarely,Sales,4,Bachelors,Life Sciences,1,1882,High,Male,High,Senior,Sales Executive,Very High,Married,9713,2,Yes,13,Excellent,Very High,3,9,3,Better,5,3,1,0
1343,29,No,Travel_Rarely,Research & Development,7,Bachelors,Life Sciences,1,1883,Very High,Male,High,Entry Level,Laboratory Technician,Low,Single,2062,3,No,14,Excellent,Medium,0,11,2,Better,3,2,1,2
1344,37,No,Travel_Rarely,Research & Development,7,Masters,Medical,1,1885,Very High,Male,High,Junior,Research Scientist,Low,Married,4284,5,Yes,22,Outstanding,High,1,16,2,Better,5,3,0,4
1345,35,No,Travel_Rarely,Research & Development,16,College,Other,1,1886,Very High,Female,Medium,Junior,Manufacturing Director,Medium,Married,4788,0,Yes,11,Excellent,Very High,0,4,2,Better,3,2,0,2
1346,45,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1,1888,Medium,Female,Medium,Junior,Manufacturing Director,Very High,Married,5906,0,No,13,Excellent,Very High,2,10,2,Good,9,8,3,8
1347,36,No,Travel_Frequently,Human Resources,2,Below College,Human Resources,1,1890,Medium,Male,Medium,Junior,Human Resources,Very High,Single,3886,1,No,21,Outstanding,Very High,0,10,2,Good,10,1,0,8
1348,40,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,1892,Low,Male,High,Manager,Manager,Low,Divorced,16823,2,No,11,Excellent,Low,1,22,3,Better,19,7,11,16
1349,26,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,1893,Medium,Female,Medium,Entry Level,Research Scientist,High,Married,2933,1,Yes,13,Excellent,High,1,1,3,Good,1,0,1,0
1350,27,No,Travel_Rarely,Sales,2,College,Medical,1,1898,Low,Female,Very High,Junior,Sales Executive,High,Single,6500,0,No,14,Excellent,Medium,0,9,5,Good,8,7,0,7
1351,48,No,Travel_Frequently,Research & Development,22,Bachelors,Medical,1,1900,Very High,Female,High,Manager,Manager,Very High,Divorced,17174,3,No,11,Excellent,Medium,1,24,3,Better,22,17,4,7
1352,44,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,1903,Medium,Male,Very High,Junior,Healthcare Representative,Low,Married,5033,2,No,15,Excellent,Very High,1,10,5,Better,2,0,2,2
1353,34,Yes,Non-Travel,Research & Development,16,Masters,Technical Degree,1,1905,Very High,Male,Low,Entry Level,Research Scientist,Low,Married,2307,1,Yes,23,Outstanding,Medium,1,5,2,Better,5,2,3,0
1354,56,Yes,Travel_Rarely,Research & Development,24,College,Life Sciences,1,1907,Low,Male,High,Entry Level,Laboratory Technician,Very High,Single,2587,1,No,16,Excellent,Very High,0,5,3,Better,4,2,1,0
1355,36,No,Travel_Rarely,Sales,17,College,Marketing,1,1908,High,Male,Medium,Junior,Sales Executive,Medium,Married,5507,2,No,16,Excellent,High,2,12,1,Bad,4,2,1,3
1356,41,No,Travel_Rarely,Sales,8,Bachelors,Marketing,1,1909,High,Female,High,Junior,Sales Executive,Medium,Married,4393,5,No,21,Outstanding,High,1,14,3,Better,5,4,1,4
1357,42,No,Travel_Rarely,Research & Development,6,Bachelors,Medical,1,1911,High,Male,High,Senior,Research Director,Low,Married,13348,9,No,13,Excellent,Medium,1,18,3,Best,13,7,5,7
1358,31,No,Travel_Rarely,Sales,10,College,Medical,1,1912,High,Female,High,Junior,Sales Executive,Very High,Divorced,6583,2,Yes,11,Excellent,Very High,1,8,2,Better,5,2,1,4
1359,34,No,Travel_Rarely,Sales,3,Below College,Medical,1,1915,Very High,Female,Medium,Junior,Sales Executive,Very High,Married,8103,3,Yes,12,Excellent,High,0,9,3,Good,4,2,0,1
